cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,concrete_compressive_strength
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.35
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.65
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,29.45
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28,33.42
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.63
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.93
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.99
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.92
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.33
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.54
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,17.96
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.92
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28,41.94
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.3
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.87
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.23
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.2
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28,33.72
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28,30.65
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,33.8
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.46
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28,23.79
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.9
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,61.23
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.43
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28,33.8
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.54
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.8
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28,27.68
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.45
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.82
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.72
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.87
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.58
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,21.75
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.5
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.23
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.44
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.46
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.18
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28,31.03
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.87
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,36.8
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28,36.35
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.44
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6
145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,32.72
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,36.45
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.29
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,25.1
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.72
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.18
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96
